game_pk,matchup,venue,away_sp,home_sp,top_scoreless,bot_scoreless,nrfi_prob,yrfi_prob,fair_nrfi,fair_yrfi
823577,San Francisco Giants @ New York Mets,Citi Field,Anthony Molina,Zac Thornton,0.6834,0.7838,0.5356,0.4644,-115,+115
